round,datetime,date,year,month,day,day_of_week,hour,season,original_load_mw,load_scale,load_mw,load_type
524,2020-07-22 19:00:00,2020-07-22,2020,7,22,Wednesday,20,summer,6268.261267,0.95,5954.8,hourly_chronological
525,2020-07-22 20:00:00,2020-07-22,2020,7,22,Wednesday,21,summer,6012.321797,0.95,5711.7,hourly_chronological
526,2020-07-22 21:00:00,2020-07-22,2020,7,22,Wednesday,22,summer,5568.845137,0.95,5290.4,hourly_chronological
527,2020-07-22 22:00:00,2020-07-22,2020,7,22,Wednesday,23,summer,5099.974086,0.95,4845.0,hourly_chronological
528,2020-07-22 23:00:00,2020-07-22,2020,7,22,Wednesday,24,summer,4713.071284,0.95,4477.4,hourly_chronological
529,2020-07-23 00:00:00,2020-07-23,2020,7,23,Thursday,1,summer,4468.194751000001,0.95,4244.8,hourly_chronological
530,2020-07-23 01:00:00,2020-07-23,2020,7,23,Thursday,2,summer,4265.91252,0.95,4052.6,hourly_chronological
531,2020-07-23 02:00:00,2020-07-23,2020,7,23,Thursday,3,summer,4157.478349999999,0.95,3949.6,hourly_chronological
532,2020-07-23 03:00:00,2020-07-23,2020,7,23,Thursday,4,summer,4140.24408,0.95,3933.2,hourly_chronological
533,2020-07-23 04:00:00,2020-07-23,2020,7,23,Thursday,5,summer,4233.025335,0.95,4021.4,hourly_chronological
534,2020-07-23 05:00:00,2020-07-23,2020,7,23,Thursday,6,summer,4342.122689,0.95,4125.0,hourly_chronological
535,2020-07-23 06:00:00,2020-07-23,2020,7,23,Thursday,7,summer,4647.647631,0.95,4415.3,hourly_chronological
536,2020-07-23 07:00:00,2020-07-23,2020,7,23,Thursday,8,summer,5063.80759,0.95,4810.6,hourly_chronological
537,2020-07-23 08:00:00,2020-07-23,2020,7,23,Thursday,9,summer,5492.089206999999,0.95,5217.5,hourly_chronological
538,2020-07-23 09:00:00,2020-07-23,2020,7,23,Thursday,10,summer,5889.420831,0.95,5594.9,hourly_chronological
539,2020-07-23 10:00:00,2020-07-23,2020,7,23,Thursday,11,summer,6250.555597999999,0.95,5938.0,hourly_chronological
540,2020-07-23 11:00:00,2020-07-23,2020,7,23,Thursday,12,summer,6665.089778,0.95,6331.8,hourly_chronological
541,2020-07-23 12:00:00,2020-07-23,2020,7,23,Thursday,13,summer,6991.664940000001,0.95,6642.1,hourly_chronological
542,2020-07-23 13:00:00,2020-07-23,2020,7,23,Thursday,14,summer,7277.330212999999,0.95,6913.5,hourly_chronological
543,2020-07-23 14:00:00,2020-07-23,2020,7,23,Thursday,15,summer,7438.488684999999,0.95,7066.6,hourly_chronological
544,2020-07-23 15:00:00,2020-07-23,2020,7,23,Thursday,16,summer,7392.81423,0.95,7023.2,hourly_chronological
545,2020-07-23 16:00:00,2020-07-23,2020,7,23,Thursday,17,summer,7100.707923,0.95,6745.7,hourly_chronological
546,2020-07-23 17:00:00,2020-07-23,2020,7,23,Thursday,18,summer,6768.809029,0.95,6430.4,hourly_chronological
547,2020-07-23 18:00:00,2020-07-23,2020,7,23,Thursday,19,summer,6470.91065,0.95,6147.4,hourly_chronological
548,2020-07-23 19:00:00,2020-07-23,2020,7,23,Thursday,20,summer,6364.802736000001,0.95,6046.6,hourly_chronological
549,2020-07-23 20:00:00,2020-07-23,2020,7,23,Thursday,21,summer,6106.220599,0.95,5800.9,hourly_chronological
550,2020-07-23 21:00:00,2020-07-23,2020,7,23,Thursday,22,summer,5612.249431,0.95,5331.6,hourly_chronological
551,2020-07-23 22:00:00,2020-07-23,2020,7,23,Thursday,23,summer,5134.774969,0.95,4878.0,hourly_chronological
552,2020-07-23 23:00:00,2020-07-23,2020,7,23,Thursday,24,summer,4733.48526,0.95,4496.8,hourly_chronological
553,2020-07-24 00:00:00,2020-07-24,2020,7,24,Friday,1,summer,4455.347734999999,0.95,4232.6,hourly_chronological
554,2020-07-24 01:00:00,2020-07-24,2020,7,24,Friday,2,summer,4260.356763,0.95,4047.3,hourly_chronological
555,2020-07-24 02:00:00,2020-07-24,2020,7,24,Friday,3,summer,4145.205688,0.95,3937.9,hourly_chronological
556,2020-07-24 03:00:00,2020-07-24,2020,7,24,Friday,4,summer,4116.78982,0.95,3911.0,hourly_chronological
557,2020-07-24 04:00:00,2020-07-24,2020,7,24,Friday,5,summer,4174.578625,0.95,3965.8,hourly_chronological
558,2020-07-24 05:00:00,2020-07-24,2020,7,24,Friday,6,summer,4333.690569,0.95,4117.0,hourly_chronological
559,2020-07-24 06:00:00,2020-07-24,2020,7,24,Friday,7,summer,4805.228174,0.95,4565.0,hourly_chronological
560,2020-07-24 07:00:00,2020-07-24,2020,7,24,Friday,8,summer,5338.782015,0.95,5071.8,hourly_chronological
561,2020-07-24 08:00:00,2020-07-24,2020,7,24,Friday,9,summer,5849.209992,0.95,5556.7,hourly_chronological
562,2020-07-24 09:00:00,2020-07-24,2020,7,24,Friday,10,summer,6343.4972020000005,0.95,6026.3,hourly_chronological
563,2020-07-24 10:00:00,2020-07-24,2020,7,24,Friday,11,summer,6819.372133000001,0.95,6478.4,hourly_chronological
564,2020-07-24 11:00:00,2020-07-24,2020,7,24,Friday,12,summer,7239.4191789999995,0.95,6877.4,hourly_chronological
565,2020-07-24 12:00:00,2020-07-24,2020,7,24,Friday,13,summer,7581.566303,0.95,7202.5,hourly_chronological
566,2020-07-24 13:00:00,2020-07-24,2020,7,24,Friday,14,summer,7846.542796,0.95,7454.2,hourly_chronological
567,2020-07-24 14:00:00,2020-07-24,2020,7,24,Friday,15,summer,8011.409313,0.95,7610.8,hourly_chronological
568,2020-07-24 15:00:00,2020-07-24,2020,7,24,Friday,16,summer,7874.642024000001,0.95,7480.9,hourly_chronological
569,2020-07-24 16:00:00,2020-07-24,2020,7,24,Friday,17,summer,7613.013911,0.95,7232.4,hourly_chronological
570,2020-07-24 17:00:00,2020-07-24,2020,7,24,Friday,18,summer,7313.767293999999,0.95,6948.1,hourly_chronological
571,2020-07-24 18:00:00,2020-07-24,2020,7,24,Friday,19,summer,7050.747723,0.95,6698.2,hourly_chronological
572,2020-07-24 19:00:00,2020-07-24,2020,7,24,Friday,20,summer,6883.414324,0.95,6539.2,hourly_chronological
573,2020-07-24 20:00:00,2020-07-24,2020,7,24,Friday,21,summer,6603.067867999999,0.95,6272.9,hourly_chronological
574,2020-07-24 21:00:00,2020-07-24,2020,7,24,Friday,22,summer,6149.775512,0.95,5842.3,hourly_chronological
575,2020-07-24 22:00:00,2020-07-24,2020,7,24,Friday,23,summer,5642.755338999999,0.95,5360.6,hourly_chronological
576,2020-07-24 23:00:00,2020-07-24,2020,7,24,Friday,24,summer,5232.001064,0.95,4970.4,hourly_chronological
577,2020-07-25 00:00:00,2020-07-25,2020,7,25,Saturday,1,summer,4962.6964880000005,0.95,4714.6,hourly_chronological
578,2020-07-25 01:00:00,2020-07-25,2020,7,25,Saturday,2,summer,4734.469073,0.95,4497.7,hourly_chronological
579,2020-07-25 02:00:00,2020-07-25,2020,7,25,Saturday,3,summer,4555.784577,0.95,4328.0,hourly_chronological
580,2020-07-25 03:00:00,2020-07-25,2020,7,25,Saturday,4,summer,4462.676012,0.95,4239.5,hourly_chronological
581,2020-07-25 04:00:00,2020-07-25,2020,7,25,Saturday,5,summer,4414.87979,0.95,4194.1,hourly_chronological
582,2020-07-25 05:00:00,2020-07-25,2020,7,25,Saturday,6,summer,4406.512086000001,0.95,4186.2,hourly_chronological
583,2020-07-25 06:00:00,2020-07-25,2020,7,25,Saturday,7,summer,4752.313612,0.95,4514.7,hourly_chronological
584,2020-07-25 07:00:00,2020-07-25,2020,7,25,Saturday,8,summer,5312.290814,0.95,5046.7,hourly_chronological
585,2020-07-25 08:00:00,2020-07-25,2020,7,25,Saturday,9,summer,5834.136827,0.95,5542.4,hourly_chronological
586,2020-07-25 09:00:00,2020-07-25,2020,7,25,Saturday,10,summer,6199.9414639999995,0.95,5889.9,hourly_chronological
587,2020-07-25 10:00:00,2020-07-25,2020,7,25,Saturday,11,summer,6548.3392269999995,0.95,6220.9,hourly_chronological
588,2020-07-25 11:00:00,2020-07-25,2020,7,25,Saturday,12,summer,6814.734016,0.95,6474.0,hourly_chronological
589,2020-07-25 12:00:00,2020-07-25,2020,7,25,Saturday,13,summer,7023.414154,0.95,6672.2,hourly_chronological
590,2020-07-25 13:00:00,2020-07-25,2020,7,25,Saturday,14,summer,7173.555102,0.95,6814.9,hourly_chronological
591,2020-07-25 14:00:00,2020-07-25,2020,7,25,Saturday,15,summer,7272.598417000001,0.95,6909.0,hourly_chronological
592,2020-07-25 15:00:00,2020-07-25,2020,7,25,Saturday,16,summer,7354.728956000001,0.95,6987.0,hourly_chronological
593,2020-07-25 16:00:00,2020-07-25,2020,7,25,Saturday,17,summer,7302.846574000001,0.95,6937.7,hourly_chronological
594,2020-07-25 17:00:00,2020-07-25,2020,7,25,Saturday,18,summer,7077.383092,0.95,6723.5,hourly_chronological
595,2020-07-25 18:00:00,2020-07-25,2020,7,25,Saturday,19,summer,6897.397822000001,0.95,6552.5,hourly_chronological
596,2020-07-25 19:00:00,2020-07-25,2020,7,25,Saturday,20,summer,6808.407568,0.95,6468.0,hourly_chronological
597,2020-07-25 20:00:00,2020-07-25,2020,7,25,Saturday,21,summer,6514.350579,0.95,6188.6,hourly_chronological
598,2020-07-25 21:00:00,2020-07-25,2020,7,25,Saturday,22,summer,6097.119586,0.95,5792.3,hourly_chronological
599,2020-07-25 22:00:00,2020-07-25,2020,7,25,Saturday,23,summer,5723.024891,0.95,5436.9,hourly_chronological
600,2020-07-25 23:00:00,2020-07-25,2020,7,25,Saturday,24,summer,5357.299072,0.95,5089.4,hourly_chronological
601,2020-07-26 00:00:00,2020-07-26,2020,7,26,Sunday,1,summer,5043.589612,0.95,4791.4,hourly_chronological
602,2020-07-26 01:00:00,2020-07-26,2020,7,26,Sunday,2,summer,4787.904607,0.95,4548.5,hourly_chronological
603,2020-07-26 02:00:00,2020-07-26,2020,7,26,Sunday,3,summer,4604.50353,0.95,4374.3,hourly_chronological
604,2020-07-26 03:00:00,2020-07-26,2020,7,26,Sunday,4,summer,4485.253265,0.95,4261.0,hourly_chronological
605,2020-07-26 04:00:00,2020-07-26,2020,7,26,Sunday,5,summer,4404.89981,0.95,4184.7,hourly_chronological
606,2020-07-26 05:00:00,2020-07-26,2020,7,26,Sunday,6,summer,4306.03579,0.95,4090.7,hourly_chronological
607,2020-07-26 06:00:00,2020-07-26,2020,7,26,Sunday,7,summer,4514.127107,0.95,4288.4,hourly_chronological
608,2020-07-26 07:00:00,2020-07-26,2020,7,26,Sunday,8,summer,5012.096705,0.95,4761.5,hourly_chronological
609,2020-07-26 08:00:00,2020-07-26,2020,7,26,Sunday,9,summer,5548.0273959999995,0.95,5270.6,hourly_chronological
610,2020-07-26 09:00:00,2020-07-26,2020,7,26,Sunday,10,summer,6014.226762,0.95,5713.5,hourly_chronological
611,2020-07-26 10:00:00,2020-07-26,2020,7,26,Sunday,11,summer,6404.033724999999,0.95,6083.8,hourly_chronological
612,2020-07-26 11:00:00,2020-07-26,2020,7,26,Sunday,12,summer,6684.226483,0.95,6350.0,hourly_chronological
613,2020-07-26 12:00:00,2020-07-26,2020,7,26,Sunday,13,summer,6969.822811,0.95,6621.3,hourly_chronological
614,2020-07-26 13:00:00,2020-07-26,2020,7,26,Sunday,14,summer,7205.97121,0.95,6845.7,hourly_chronological
615,2020-07-26 14:00:00,2020-07-26,2020,7,26,Sunday,15,summer,7389.4482370000005,0.95,7020.0,hourly_chronological
616,2020-07-26 15:00:00,2020-07-26,2020,7,26,Sunday,16,summer,7529.997674,0.95,7153.5,hourly_chronological
617,2020-07-26 16:00:00,2020-07-26,2020,7,26,Sunday,17,summer,7513.044981,0.95,7137.4,hourly_chronological
618,2020-07-26 17:00:00,2020-07-26,2020,7,26,Sunday,18,summer,7308.084089,0.95,6942.7,hourly_chronological
619,2020-07-26 18:00:00,2020-07-26,2020,7,26,Sunday,19,summer,7073.530915,0.95,6719.9,hourly_chronological
620,2020-07-26 19:00:00,2020-07-26,2020,7,26,Sunday,20,summer,6990.932982,0.95,6641.4,hourly_chronological
621,2020-07-26 20:00:00,2020-07-26,2020,7,26,Sunday,21,summer,6680.513691,0.95,6346.5,hourly_chronological
622,2020-07-26 21:00:00,2020-07-26,2020,7,26,Sunday,22,summer,6169.565163,0.95,5861.1,hourly_chronological
623,2020-07-26 22:00:00,2020-07-26,2020,7,26,Sunday,23,summer,5606.9371169999995,0.95,5326.6,hourly_chronological
624,2020-07-26 23:00:00,2020-07-26,2020,7,26,Sunday,24,summer,5209.379987,0.95,4948.9,hourly_chronological
625,2020-07-27 00:00:00,2020-07-27,2020,7,27,Monday,1,summer,4923.110141,0.95,4677.0,hourly_chronological
626,2020-07-27 01:00:00,2020-07-27,2020,7,27,Monday,2,summer,4733.460766,0.95,4496.8,hourly_chronological
627,2020-07-27 02:00:00,2020-07-27,2020,7,27,Monday,3,summer,4613.0843270000005,0.95,4382.4,hourly_chronological
628,2020-07-27 03:00:00,2020-07-27,2020,7,27,Monday,4,summer,4586.008882,0.95,4356.7,hourly_chronological
629,2020-07-27 04:00:00,2020-07-27,2020,7,27,Monday,5,summer,4627.625637,0.95,4396.2,hourly_chronological
630,2020-07-27 05:00:00,2020-07-27,2020,7,27,Monday,6,summer,4681.883793999999,0.95,4447.8,hourly_chronological
631,2020-07-27 06:00:00,2020-07-27,2020,7,27,Monday,7,summer,5088.20297,0.95,4833.8,hourly_chronological
632,2020-07-27 07:00:00,2020-07-27,2020,7,27,Monday,8,summer,5600.7514599999995,0.95,5320.7,hourly_chronological
633,2020-07-27 08:00:00,2020-07-27,2020,7,27,Monday,9,summer,6140.557756,0.95,5833.5,hourly_chronological
634,2020-07-27 09:00:00,2020-07-27,2020,7,27,Monday,10,summer,6651.285949000001,0.95,6318.7,hourly_chronological
635,2020-07-27 10:00:00,2020-07-27,2020,7,27,Monday,11,summer,7093.385397,0.95,6738.7,hourly_chronological
636,2020-07-27 11:00:00,2020-07-27,2020,7,27,Monday,12,summer,7489.165722,0.95,7114.7,hourly_chronological
637,2020-07-27 12:00:00,2020-07-27,2020,7,27,Monday,13,summer,7785.206904000001,0.95,7395.9,hourly_chronological
638,2020-07-27 13:00:00,2020-07-27,2020,7,27,Monday,14,summer,8014.7336080000005,0.95,7614.0,hourly_chronological
639,2020-07-27 14:00:00,2020-07-27,2020,7,27,Monday,15,summer,8057.4498029999995,0.95,7654.6,hourly_chronological
640,2020-07-27 15:00:00,2020-07-27,2020,7,27,Monday,16,summer,7996.650904,0.95,7596.8,hourly_chronological
641,2020-07-27 16:00:00,2020-07-27,2020,7,27,Monday,17,summer,7833.819326000001,0.95,7442.1,hourly_chronological
642,2020-07-27 17:00:00,2020-07-27,2020,7,27,Monday,18,summer,7515.179061000001,0.95,7139.4,hourly_chronological
643,2020-07-27 18:00:00,2020-07-27,2020,7,27,Monday,19,summer,7245.319535,0.95,6883.1,hourly_chronological
644,2020-07-27 19:00:00,2020-07-27,2020,7,27,Monday,20,summer,7180.408348999999,0.95,6821.4,hourly_chronological
645,2020-07-27 20:00:00,2020-07-27,2020,7,27,Monday,21,summer,6916.113361,0.95,6570.3,hourly_chronological
646,2020-07-27 21:00:00,2020-07-27,2020,7,27,Monday,22,summer,6343.829548,0.95,6026.6,hourly_chronological
647,2020-07-27 22:00:00,2020-07-27,2020,7,27,Monday,23,summer,5795.83985,0.95,5506.0,hourly_chronological
648,2020-07-27 23:00:00,2020-07-27,2020,7,27,Monday,24,summer,5362.698695,0.95,5094.6,hourly_chronological
649,2020-07-28 00:00:00,2020-07-28,2020,7,28,Tuesday,1,summer,5048.047135999999,0.95,4795.6,hourly_chronological
650,2020-07-28 01:00:00,2020-07-28,2020,7,28,Tuesday,2,summer,4829.353326,0.95,4587.9,hourly_chronological
651,2020-07-28 02:00:00,2020-07-28,2020,7,28,Tuesday,3,summer,4694.438726,0.95,4459.7,hourly_chronological
652,2020-07-28 03:00:00,2020-07-28,2020,7,28,Tuesday,4,summer,4659.865194,0.95,4426.9,hourly_chronological
653,2020-07-28 04:00:00,2020-07-28,2020,7,28,Tuesday,5,summer,4719.791663,0.95,4483.8,hourly_chronological
654,2020-07-28 05:00:00,2020-07-28,2020,7,28,Tuesday,6,summer,4808.267469,0.95,4567.9,hourly_chronological
655,2020-07-28 06:00:00,2020-07-28,2020,7,28,Tuesday,7,summer,5166.130168,0.95,4907.8,hourly_chronological
656,2020-07-28 07:00:00,2020-07-28,2020,7,28,Tuesday,8,summer,5612.410588,0.95,5331.8,hourly_chronological
657,2020-07-28 08:00:00,2020-07-28,2020,7,28,Tuesday,9,summer,6079.68818,0.95,5775.7,hourly_chronological
658,2020-07-28 09:00:00,2020-07-28,2020,7,28,Tuesday,10,summer,6531.21762,0.95,6204.7,hourly_chronological
659,2020-07-28 10:00:00,2020-07-28,2020,7,28,Tuesday,11,summer,6823.366558,0.95,6482.2,hourly_chronological
660,2020-07-28 11:00:00,2020-07-28,2020,7,28,Tuesday,12,summer,7363.649901,0.95,6995.5,hourly_chronological
661,2020-07-28 12:00:00,2020-07-28,2020,7,28,Tuesday,13,summer,7568.6243509999995,0.95,7190.2,hourly_chronological
662,2020-07-28 13:00:00,2020-07-28,2020,7,28,Tuesday,14,summer,7756.804801,0.95,7369.0,hourly_chronological
663,2020-07-28 14:00:00,2020-07-28,2020,7,28,Tuesday,15,summer,7774.046389000001,0.95,7385.3,hourly_chronological
664,2020-07-28 15:00:00,2020-07-28,2020,7,28,Tuesday,16,summer,7631.186905999999,0.95,7249.6,hourly_chronological
665,2020-07-28 16:00:00,2020-07-28,2020,7,28,Tuesday,17,summer,7405.869336,0.95,7035.6,hourly_chronological
666,2020-07-28 17:00:00,2020-07-28,2020,7,28,Tuesday,18,summer,7077.823086,0.95,6723.9,hourly_chronological
667,2020-07-28 18:00:00,2020-07-28,2020,7,28,Tuesday,19,summer,6824.496402000001,0.95,6483.3,hourly_chronological
668,2020-07-28 19:00:00,2020-07-28,2020,7,28,Tuesday,20,summer,6639.959635,0.95,6308.0,hourly_chronological
669,2020-07-28 20:00:00,2020-07-28,2020,7,28,Tuesday,21,summer,6275.258452000001,0.95,5961.5,hourly_chronological
670,2020-07-28 21:00:00,2020-07-28,2020,7,28,Tuesday,22,summer,5762.654979000001,0.95,5474.5,hourly_chronological
671,2020-07-28 22:00:00,2020-07-28,2020,7,28,Tuesday,23,summer,5235.376222,0.95,4973.6,hourly_chronological
672,2020-07-28 23:00:00,2020-07-28,2020,7,28,Tuesday,24,summer,4823.454073,0.95,4582.3,hourly_chronological
673,2020-07-29 00:00:00,2020-07-29,2020,7,29,Wednesday,1,summer,4593.797490999999,0.95,4364.1,hourly_chronological
674,2020-07-29 01:00:00,2020-07-29,2020,7,29,Wednesday,2,summer,4401.1417,0.95,4181.1,hourly_chronological
675,2020-07-29 02:00:00,2020-07-29,2020,7,29,Wednesday,3,summer,4322.640756000001,0.95,4106.5,hourly_chronological
676,2020-07-29 03:00:00,2020-07-29,2020,7,29,Wednesday,4,summer,4340.418801,0.95,4123.4,hourly_chronological
677,2020-07-29 04:00:00,2020-07-29,2020,7,29,Wednesday,5,summer,4435.430689,0.95,4213.7,hourly_chronological
678,2020-07-29 05:00:00,2020-07-29,2020,7,29,Wednesday,6,summer,4538.77541,0.95,4311.8,hourly_chronological
679,2020-07-29 06:00:00,2020-07-29,2020,7,29,Wednesday,7,summer,4867.146285,0.95,4623.8,hourly_chronological
680,2020-07-29 07:00:00,2020-07-29,2020,7,29,Wednesday,8,summer,5252.855721,0.95,4990.2,hourly_chronological
681,2020-07-29 08:00:00,2020-07-29,2020,7,29,Wednesday,9,summer,5658.33146,0.95,5375.4,hourly_chronological
682,2020-07-29 09:00:00,2020-07-29,2020,7,29,Wednesday,10,summer,6064.088684,0.95,5760.9,hourly_chronological
683,2020-07-29 10:00:00,2020-07-29,2020,7,29,Wednesday,11,summer,6483.350203,0.95,6159.2,hourly_chronological
684,2020-07-29 11:00:00,2020-07-29,2020,7,29,Wednesday,12,summer,6885.163647,0.95,6540.9,hourly_chronological
685,2020-07-29 12:00:00,2020-07-29,2020,7,29,Wednesday,13,summer,7199.605113,0.95,6839.6,hourly_chronological
686,2020-07-29 13:00:00,2020-07-29,2020,7,29,Wednesday,14,summer,7423.982272,0.95,7052.8,hourly_chronological
687,2020-07-29 14:00:00,2020-07-29,2020,7,29,Wednesday,15,summer,7552.201343000001,0.95,7174.6,hourly_chronological
688,2020-07-29 15:00:00,2020-07-29,2020,7,29,Wednesday,16,summer,7489.990277000001,0.95,7115.5,hourly_chronological
689,2020-07-29 16:00:00,2020-07-29,2020,7,29,Wednesday,17,summer,7360.968623999999,0.95,6992.9,hourly_chronological
690,2020-07-29 17:00:00,2020-07-29,2020,7,29,Wednesday,18,summer,6858.366131999999,0.95,6515.4,hourly_chronological
691,2020-07-29 18:00:00,2020-07-29,2020,7,29,Wednesday,19,summer,6635.870728,0.95,6304.1,hourly_chronological
692,2020-07-29 19:00:00,2020-07-29,2020,7,29,Wednesday,20,summer,6579.326085000001,0.95,6250.4,hourly_chronological
693,2020-07-29 20:00:00,2020-07-29,2020,7,29,Wednesday,21,summer,6345.447722000001,0.95,6028.2,hourly_chronological
694,2020-07-29 21:00:00,2020-07-29,2020,7,29,Wednesday,22,summer,5917.693966,0.95,5621.8,hourly_chronological
695,2020-07-29 22:00:00,2020-07-29,2020,7,29,Wednesday,23,summer,5457.3153139999995,0.95,5184.4,hourly_chronological
696,2020-07-29 23:00:00,2020-07-29,2020,7,29,Wednesday,24,summer,5047.217054,0.95,4794.9,hourly_chronological
697,2020-07-30 00:00:00,2020-07-30,2020,7,30,Thursday,1,summer,4773.060392,0.95,4534.4,hourly_chronological
698,2020-07-30 01:00:00,2020-07-30,2020,7,30,Thursday,2,summer,4567.200572,0.95,4338.8,hourly_chronological
699,2020-07-30 02:00:00,2020-07-30,2020,7,30,Thursday,3,summer,4459.481094,0.95,4236.5,hourly_chronological
700,2020-07-30 03:00:00,2020-07-30,2020,7,30,Thursday,4,summer,4432.651626,0.95,4211.0,hourly_chronological
701,2020-07-30 04:00:00,2020-07-30,2020,7,30,Thursday,5,summer,4506.706934,0.95,4281.4,hourly_chronological
702,2020-07-30 05:00:00,2020-07-30,2020,7,30,Thursday,6,summer,4629.752698,0.95,4398.3,hourly_chronological
703,2020-07-30 06:00:00,2020-07-30,2020,7,30,Thursday,7,summer,4913.7842869999995,0.95,4668.1,hourly_chronological
704,2020-07-30 07:00:00,2020-07-30,2020,7,30,Thursday,8,summer,5297.232565,0.95,5032.4,hourly_chronological
705,2020-07-30 08:00:00,2020-07-30,2020,7,30,Thursday,9,summer,5651.594544,0.95,5369.0,hourly_chronological
706,2020-07-30 09:00:00,2020-07-30,2020,7,30,Thursday,10,summer,5992.114406,0.95,5692.5,hourly_chronological
707,2020-07-30 10:00:00,2020-07-30,2020,7,30,Thursday,11,summer,6349.555651000001,0.95,6032.1,hourly_chronological
708,2020-07-30 11:00:00,2020-07-30,2020,7,30,Thursday,12,summer,6659.189117,0.95,6326.2,hourly_chronological
709,2020-07-30 12:00:00,2020-07-30,2020,7,30,Thursday,13,summer,6929.592377999999,0.95,6583.1,hourly_chronological
710,2020-07-30 13:00:00,2020-07-30,2020,7,30,Thursday,14,summer,7164.401596,0.95,6806.2,hourly_chronological
711,2020-07-30 14:00:00,2020-07-30,2020,7,30,Thursday,15,summer,7286.321061000001,0.95,6922.0,hourly_chronological
712,2020-07-30 15:00:00,2020-07-30,2020,7,30,Thursday,16,summer,7291.5244920000005,0.95,6926.9,hourly_chronological
713,2020-07-30 16:00:00,2020-07-30,2020,7,30,Thursday,17,summer,7176.160931999999,0.95,6817.4,hourly_chronological
714,2020-07-30 17:00:00,2020-07-30,2020,7,30,Thursday,18,summer,6871.503919,0.95,6527.9,hourly_chronological
715,2020-07-30 18:00:00,2020-07-30,2020,7,30,Thursday,19,summer,6572.179435,0.95,6243.6,hourly_chronological
716,2020-07-30 19:00:00,2020-07-30,2020,7,30,Thursday,20,summer,6516.081443,0.95,6190.3,hourly_chronological
717,2020-07-30 20:00:00,2020-07-30,2020,7,30,Thursday,21,summer,6247.390035,0.95,5935.0,hourly_chronological
718,2020-07-30 21:00:00,2020-07-30,2020,7,30,Thursday,22,summer,5764.840506,0.95,5476.6,hourly_chronological
719,2020-07-30 22:00:00,2020-07-30,2020,7,30,Thursday,23,summer,5281.35332,0.95,5017.3,hourly_chronological
720,2020-07-30 23:00:00,2020-07-30,2020,7,30,Thursday,24,summer,4889.178866,0.95,4644.7,hourly_chronological
721,2020-07-31 00:00:00,2020-07-31,2020,7,31,Friday,1,summer,4630.746445,0.95,4399.2,hourly_chronological
722,2020-07-31 01:00:00,2020-07-31,2020,7,31,Friday,2,summer,4448.830663000001,0.95,4226.4,hourly_chronological
723,2020-07-31 02:00:00,2020-07-31,2020,7,31,Friday,3,summer,4338.859041,0.95,4121.9,hourly_chronological
724,2020-07-31 03:00:00,2020-07-31,2020,7,31,Friday,4,summer,4327.631776,0.95,4111.3,hourly_chronological
725,2020-07-31 04:00:00,2020-07-31,2020,7,31,Friday,5,summer,4387.033377,0.95,4167.7,hourly_chronological
726,2020-07-31 05:00:00,2020-07-31,2020,7,31,Friday,6,summer,4495.77678,0.95,4271.0,hourly_chronological
727,2020-07-31 06:00:00,2020-07-31,2020,7,31,Friday,7,summer,4840.989026,0.95,4598.9,hourly_chronological
728,2020-07-31 07:00:00,2020-07-31,2020,7,31,Friday,8,summer,5256.134604000001,0.95,4993.3,hourly_chronological
729,2020-07-31 08:00:00,2020-07-31,2020,7,31,Friday,9,summer,5659.744148,0.95,5376.8,hourly_chronological
730,2020-07-31 09:00:00,2020-07-31,2020,7,31,Friday,10,summer,6076.762228,0.95,5772.9,hourly_chronological
731,2020-07-31 10:00:00,2020-07-31,2020,7,31,Friday,11,summer,6386.854438,0.95,6067.5,hourly_chronological
732,2020-07-31 11:00:00,2020-07-31,2020,7,31,Friday,12,summer,6667.3896110000005,0.95,6334.0,hourly_chronological
733,2020-07-31 12:00:00,2020-07-31,2020,7,31,Friday,13,summer,6892.817084,0.95,6548.2,hourly_chronological
734,2020-07-31 13:00:00,2020-07-31,2020,7,31,Friday,14,summer,7101.785113000001,0.95,6746.7,hourly_chronological
735,2020-07-31 14:00:00,2020-07-31,2020,7,31,Friday,15,summer,7157.003146999999,0.95,6799.2,hourly_chronological
736,2020-07-31 15:00:00,2020-07-31,2020,7,31,Friday,16,summer,7103.235853,0.95,6748.1,hourly_chronological
737,2020-07-31 16:00:00,2020-07-31,2020,7,31,Friday,17,summer,6929.231040999999,0.95,6582.8,hourly_chronological
738,2020-07-31 17:00:00,2020-07-31,2020,7,31,Friday,18,summer,6631.186697,0.95,6299.6,hourly_chronological
739,2020-07-31 18:00:00,2020-07-31,2020,7,31,Friday,19,summer,6398.334803,0.95,6078.4,hourly_chronological
740,2020-07-31 19:00:00,2020-07-31,2020,7,31,Friday,20,summer,6341.831107,0.95,6024.7,hourly_chronological
741,2020-07-31 20:00:00,2020-07-31,2020,7,31,Friday,21,summer,6058.081909,0.95,5755.2,hourly_chronological
742,2020-07-31 21:00:00,2020-07-31,2020,7,31,Friday,22,summer,5626.31941,0.95,5345.0,hourly_chronological
743,2020-07-31 22:00:00,2020-07-31,2020,7,31,Friday,23,summer,5187.814608,0.95,4928.4,hourly_chronological
744,2020-07-31 23:00:00,2020-07-31,2020,7,31,Friday,24,summer,4816.961324,0.95,4576.1,hourly_chronological
745,2020-08-01 00:00:00,2020-08-01,2020,8,1,Saturday,1,summer,4772.922277,0.95,4534.3,hourly_chronological
