round,datetime,date,year,month,day,day_of_week,hour,season,original_load_mw,load_scale,load_mw,load_type
1188,2020-08-19 11:00:00,2020-08-19,2020,8,19,Wednesday,12,summer,6202.182819,0.95,5892.1,hourly_chronological
1189,2020-08-19 12:00:00,2020-08-19,2020,8,19,Wednesday,13,summer,6488.941621,0.95,6164.5,hourly_chronological
1190,2020-08-19 13:00:00,2020-08-19,2020,8,19,Wednesday,14,summer,6731.487413999999,0.95,6394.9,hourly_chronological
1191,2020-08-19 14:00:00,2020-08-19,2020,8,19,Wednesday,15,summer,6903.102011000001,0.95,6557.9,hourly_chronological
1192,2020-08-19 15:00:00,2020-08-19,2020,8,19,Wednesday,16,summer,6927.753057999999,0.95,6581.4,hourly_chronological
1193,2020-08-19 16:00:00,2020-08-19,2020,8,19,Wednesday,17,summer,6776.307933,0.95,6437.5,hourly_chronological
1194,2020-08-19 17:00:00,2020-08-19,2020,8,19,Wednesday,18,summer,6382.163627,0.95,6063.1,hourly_chronological
1195,2020-08-19 18:00:00,2020-08-19,2020,8,19,Wednesday,19,summer,6129.900868000001,0.95,5823.4,hourly_chronological
1196,2020-08-19 19:00:00,2020-08-19,2020,8,19,Wednesday,20,summer,6039.828493999999,0.95,5737.8,hourly_chronological
1197,2020-08-19 20:00:00,2020-08-19,2020,8,19,Wednesday,21,summer,5675.306435,0.95,5391.5,hourly_chronological
1198,2020-08-19 21:00:00,2020-08-19,2020,8,19,Wednesday,22,summer,5202.872549,0.95,4942.7,hourly_chronological
1199,2020-08-19 22:00:00,2020-08-19,2020,8,19,Wednesday,23,summer,4755.4581020000005,0.95,4517.7,hourly_chronological
1200,2020-08-19 23:00:00,2020-08-19,2020,8,19,Wednesday,24,summer,4427.202034,0.95,4205.8,hourly_chronological
1201,2020-08-20 00:00:00,2020-08-20,2020,8,20,Thursday,1,summer,4213.847774,0.95,4003.2,hourly_chronological
1202,2020-08-20 01:00:00,2020-08-20,2020,8,20,Thursday,2,summer,4075.4705940000003,0.95,3871.7,hourly_chronological
1203,2020-08-20 02:00:00,2020-08-20,2020,8,20,Thursday,3,summer,3991.792681,0.95,3792.2,hourly_chronological
1204,2020-08-20 03:00:00,2020-08-20,2020,8,20,Thursday,4,summer,3986.266673,0.95,3787.0,hourly_chronological
1205,2020-08-20 04:00:00,2020-08-20,2020,8,20,Thursday,5,summer,4067.86382,0.95,3864.5,hourly_chronological
1206,2020-08-20 05:00:00,2020-08-20,2020,8,20,Thursday,6,summer,4201.190053,0.95,3991.1,hourly_chronological
1207,2020-08-20 06:00:00,2020-08-20,2020,8,20,Thursday,7,summer,4464.712577,0.95,4241.5,hourly_chronological
1208,2020-08-20 07:00:00,2020-08-20,2020,8,20,Thursday,8,summer,4820.096506,0.95,4579.1,hourly_chronological
1209,2020-08-20 08:00:00,2020-08-20,2020,8,20,Thursday,9,summer,5161.481542,0.95,4903.4,hourly_chronological
1210,2020-08-20 09:00:00,2020-08-20,2020,8,20,Thursday,10,summer,5515.116617,0.95,5239.4,hourly_chronological
1211,2020-08-20 10:00:00,2020-08-20,2020,8,20,Thursday,11,summer,5858.5562549999995,0.95,5565.6,hourly_chronological
1212,2020-08-20 11:00:00,2020-08-20,2020,8,20,Thursday,12,summer,6153.518417,0.95,5845.8,hourly_chronological
1213,2020-08-20 12:00:00,2020-08-20,2020,8,20,Thursday,13,summer,6429.5680489999995,0.95,6108.1,hourly_chronological
1214,2020-08-20 13:00:00,2020-08-20,2020,8,20,Thursday,14,summer,6669.836745999999,0.95,6336.3,hourly_chronological
1215,2020-08-20 14:00:00,2020-08-20,2020,8,20,Thursday,15,summer,6833.916574,0.95,6492.2,hourly_chronological
1216,2020-08-20 15:00:00,2020-08-20,2020,8,20,Thursday,16,summer,6869.374499,0.95,6525.9,hourly_chronological
1217,2020-08-20 16:00:00,2020-08-20,2020,8,20,Thursday,17,summer,6701.979223,0.95,6366.9,hourly_chronological
1218,2020-08-20 17:00:00,2020-08-20,2020,8,20,Thursday,18,summer,6314.873978,0.95,5999.1,hourly_chronological
1219,2020-08-20 18:00:00,2020-08-20,2020,8,20,Thursday,19,summer,6047.16367,0.95,5744.8,hourly_chronological
1220,2020-08-20 19:00:00,2020-08-20,2020,8,20,Thursday,20,summer,5915.249686,0.95,5619.5,hourly_chronological
1221,2020-08-20 20:00:00,2020-08-20,2020,8,20,Thursday,21,summer,5514.331987,0.95,5238.6,hourly_chronological
1222,2020-08-20 21:00:00,2020-08-20,2020,8,20,Thursday,22,summer,5021.207391,0.95,4770.1,hourly_chronological
1223,2020-08-20 22:00:00,2020-08-20,2020,8,20,Thursday,23,summer,4576.483182,0.95,4347.7,hourly_chronological
1224,2020-08-20 23:00:00,2020-08-20,2020,8,20,Thursday,24,summer,4240.250825,0.95,4028.2,hourly_chronological
1225,2020-08-21 00:00:00,2020-08-21,2020,8,21,Friday,1,summer,4036.5233150000004,0.95,3834.7,hourly_chronological
1226,2020-08-21 01:00:00,2020-08-21,2020,8,21,Friday,2,summer,3903.669739,0.95,3708.5,hourly_chronological
1227,2020-08-21 02:00:00,2020-08-21,2020,8,21,Friday,3,summer,3834.68571,0.95,3643.0,hourly_chronological
1228,2020-08-21 03:00:00,2020-08-21,2020,8,21,Friday,4,summer,3835.537257,0.95,3643.8,hourly_chronological
1229,2020-08-21 04:00:00,2020-08-21,2020,8,21,Friday,5,summer,3916.3822219999997,0.95,3720.6,hourly_chronological
1230,2020-08-21 05:00:00,2020-08-21,2020,8,21,Friday,6,summer,4035.8451069999996,0.95,3834.1,hourly_chronological
1231,2020-08-21 06:00:00,2020-08-21,2020,8,21,Friday,7,summer,4265.523485,0.95,4052.2,hourly_chronological
1232,2020-08-21 07:00:00,2020-08-21,2020,8,21,Friday,8,summer,4594.65052,0.95,4364.9,hourly_chronological
1233,2020-08-21 08:00:00,2020-08-21,2020,8,21,Friday,9,summer,4942.501102,0.95,4695.4,hourly_chronological
1234,2020-08-21 09:00:00,2020-08-21,2020,8,21,Friday,10,summer,5274.339753,0.95,5010.6,hourly_chronological
1235,2020-08-21 10:00:00,2020-08-21,2020,8,21,Friday,11,summer,5627.773708000001,0.95,5346.4,hourly_chronological
1236,2020-08-21 11:00:00,2020-08-21,2020,8,21,Friday,12,summer,5997.101672999999,0.95,5697.2,hourly_chronological
1237,2020-08-21 12:00:00,2020-08-21,2020,8,21,Friday,13,summer,6380.190611,0.95,6061.2,hourly_chronological
1238,2020-08-21 13:00:00,2020-08-21,2020,8,21,Friday,14,summer,6689.92212,0.95,6355.4,hourly_chronological
1239,2020-08-21 14:00:00,2020-08-21,2020,8,21,Friday,15,summer,6914.962955999999,0.95,6569.2,hourly_chronological
1240,2020-08-21 15:00:00,2020-08-21,2020,8,21,Friday,16,summer,6983.866081,0.95,6634.7,hourly_chronological
1241,2020-08-21 16:00:00,2020-08-21,2020,8,21,Friday,17,summer,6828.839994,0.95,6487.4,hourly_chronological
1242,2020-08-21 17:00:00,2020-08-21,2020,8,21,Friday,18,summer,6427.429218000001,0.95,6106.1,hourly_chronological
1243,2020-08-21 18:00:00,2020-08-21,2020,8,21,Friday,19,summer,6149.258787999999,0.95,5841.8,hourly_chronological
1244,2020-08-21 19:00:00,2020-08-21,2020,8,21,Friday,20,summer,5961.0048320000005,0.95,5663.0,hourly_chronological
1245,2020-08-21 20:00:00,2020-08-21,2020,8,21,Friday,21,summer,5604.576281,0.95,5324.3,hourly_chronological
1246,2020-08-21 21:00:00,2020-08-21,2020,8,21,Friday,22,summer,5148.541824,0.95,4891.1,hourly_chronological
1247,2020-08-21 22:00:00,2020-08-21,2020,8,21,Friday,23,summer,4722.9287970000005,0.95,4486.8,hourly_chronological
1248,2020-08-21 23:00:00,2020-08-21,2020,8,21,Friday,24,summer,4389.618687,0.95,4170.1,hourly_chronological
1249,2020-08-22 00:00:00,2020-08-22,2020,8,22,Saturday,1,summer,4163.498896,0.95,3955.3,hourly_chronological
1250,2020-08-22 01:00:00,2020-08-22,2020,8,22,Saturday,2,summer,4003.261903,0.95,3803.1,hourly_chronological
1251,2020-08-22 02:00:00,2020-08-22,2020,8,22,Saturday,3,summer,3908.374309,0.95,3713.0,hourly_chronological
1252,2020-08-22 03:00:00,2020-08-22,2020,8,22,Saturday,4,summer,3858.491769,0.95,3665.6,hourly_chronological
1253,2020-08-22 04:00:00,2020-08-22,2020,8,22,Saturday,5,summer,3854.676533,0.95,3661.9,hourly_chronological
1254,2020-08-22 05:00:00,2020-08-22,2020,8,22,Saturday,6,summer,3831.2193369999995,0.95,3639.7,hourly_chronological
1255,2020-08-22 06:00:00,2020-08-22,2020,8,22,Saturday,7,summer,4005.4173170000004,0.95,3805.1,hourly_chronological
1256,2020-08-22 07:00:00,2020-08-22,2020,8,22,Saturday,8,summer,4377.963208,0.95,4159.1,hourly_chronological
1257,2020-08-22 08:00:00,2020-08-22,2020,8,22,Saturday,9,summer,4807.049300000001,0.95,4566.7,hourly_chronological
1258,2020-08-22 09:00:00,2020-08-22,2020,8,22,Saturday,10,summer,5237.963195,0.95,4976.1,hourly_chronological
1259,2020-08-22 10:00:00,2020-08-22,2020,8,22,Saturday,11,summer,5631.092808,0.95,5349.5,hourly_chronological
1260,2020-08-22 11:00:00,2020-08-22,2020,8,22,Saturday,12,summer,5979.137796999999,0.95,5680.2,hourly_chronological
1261,2020-08-22 12:00:00,2020-08-22,2020,8,22,Saturday,13,summer,6263.426586,0.95,5950.3,hourly_chronological
1262,2020-08-22 13:00:00,2020-08-22,2020,8,22,Saturday,14,summer,6507.847049,0.95,6182.5,hourly_chronological
1263,2020-08-22 14:00:00,2020-08-22,2020,8,22,Saturday,15,summer,6698.209966,0.95,6363.3,hourly_chronological
1264,2020-08-22 15:00:00,2020-08-22,2020,8,22,Saturday,16,summer,6754.565808,0.95,6416.8,hourly_chronological
1265,2020-08-22 16:00:00,2020-08-22,2020,8,22,Saturday,17,summer,6657.620479000001,0.95,6324.7,hourly_chronological
1266,2020-08-22 17:00:00,2020-08-22,2020,8,22,Saturday,18,summer,6342.135039000001,0.95,6025.0,hourly_chronological
1267,2020-08-22 18:00:00,2020-08-22,2020,8,22,Saturday,19,summer,6088.179673999999,0.95,5783.8,hourly_chronological
1268,2020-08-22 19:00:00,2020-08-22,2020,8,22,Saturday,20,summer,5956.365662,0.95,5658.5,hourly_chronological
1269,2020-08-22 20:00:00,2020-08-22,2020,8,22,Saturday,21,summer,5566.736444,0.95,5288.4,hourly_chronological
1270,2020-08-22 21:00:00,2020-08-22,2020,8,22,Saturday,22,summer,5146.760034,0.95,4889.4,hourly_chronological
1271,2020-08-22 22:00:00,2020-08-22,2020,8,22,Saturday,23,summer,4780.0419170000005,0.95,4541.0,hourly_chronological
1272,2020-08-22 23:00:00,2020-08-22,2020,8,22,Saturday,24,summer,4487.358756,0.95,4263.0,hourly_chronological
1273,2020-08-23 00:00:00,2020-08-23,2020,8,23,Sunday,1,summer,4258.896890999999,0.95,4046.0,hourly_chronological
1274,2020-08-23 01:00:00,2020-08-23,2020,8,23,Sunday,2,summer,4101.398422,0.95,3896.3,hourly_chronological
1275,2020-08-23 02:00:00,2020-08-23,2020,8,23,Sunday,3,summer,3985.974367,0.95,3786.7,hourly_chronological
1276,2020-08-23 03:00:00,2020-08-23,2020,8,23,Sunday,4,summer,3907.1418729999996,0.95,3711.8,hourly_chronological
1277,2020-08-23 04:00:00,2020-08-23,2020,8,23,Sunday,5,summer,3874.698543,0.95,3681.0,hourly_chronological
1278,2020-08-23 05:00:00,2020-08-23,2020,8,23,Sunday,6,summer,3798.853574,0.95,3608.9,hourly_chronological
1279,2020-08-23 06:00:00,2020-08-23,2020,8,23,Sunday,7,summer,3943.293332,0.95,3746.1,hourly_chronological
1280,2020-08-23 07:00:00,2020-08-23,2020,8,23,Sunday,8,summer,4250.166721,0.95,4037.7,hourly_chronological
1281,2020-08-23 08:00:00,2020-08-23,2020,8,23,Sunday,9,summer,4609.626910999999,0.95,4379.1,hourly_chronological
1282,2020-08-23 09:00:00,2020-08-23,2020,8,23,Sunday,10,summer,5033.328166,0.95,4781.7,hourly_chronological
1283,2020-08-23 10:00:00,2020-08-23,2020,8,23,Sunday,11,summer,5428.639733,0.95,5157.2,hourly_chronological
1284,2020-08-23 11:00:00,2020-08-23,2020,8,23,Sunday,12,summer,5807.046164,0.95,5516.7,hourly_chronological
1285,2020-08-23 12:00:00,2020-08-23,2020,8,23,Sunday,13,summer,6140.9817330000005,0.95,5833.9,hourly_chronological
1286,2020-08-23 13:00:00,2020-08-23,2020,8,23,Sunday,14,summer,6443.628566,0.95,6121.4,hourly_chronological
1287,2020-08-23 14:00:00,2020-08-23,2020,8,23,Sunday,15,summer,6648.527067,0.95,6316.1,hourly_chronological
1288,2020-08-23 15:00:00,2020-08-23,2020,8,23,Sunday,16,summer,6734.529607,0.95,6397.8,hourly_chronological
1289,2020-08-23 16:00:00,2020-08-23,2020,8,23,Sunday,17,summer,6659.591149000001,0.95,6326.6,hourly_chronological
1290,2020-08-23 17:00:00,2020-08-23,2020,8,23,Sunday,18,summer,6385.4774449999995,0.95,6066.2,hourly_chronological
1291,2020-08-23 18:00:00,2020-08-23,2020,8,23,Sunday,19,summer,6194.487999,0.95,5884.8,hourly_chronological
1292,2020-08-23 19:00:00,2020-08-23,2020,8,23,Sunday,20,summer,6050.642804,0.95,5748.1,hourly_chronological
1293,2020-08-23 20:00:00,2020-08-23,2020,8,23,Sunday,21,summer,5700.208315,0.95,5415.2,hourly_chronological
1294,2020-08-23 21:00:00,2020-08-23,2020,8,23,Sunday,22,summer,5226.826284,0.95,4965.5,hourly_chronological
1295,2020-08-23 22:00:00,2020-08-23,2020,8,23,Sunday,23,summer,4779.714632,0.95,4540.7,hourly_chronological
1296,2020-08-23 23:00:00,2020-08-23,2020,8,23,Sunday,24,summer,4465.362088,0.95,4242.1,hourly_chronological
1297,2020-08-24 00:00:00,2020-08-24,2020,8,24,Monday,1,summer,4265.077819,0.95,4051.8,hourly_chronological
1298,2020-08-24 01:00:00,2020-08-24,2020,8,24,Monday,2,summer,4116.712232,0.95,3910.9,hourly_chronological
1299,2020-08-24 02:00:00,2020-08-24,2020,8,24,Monday,3,summer,4019.878888,0.95,3818.9,hourly_chronological
1300,2020-08-24 03:00:00,2020-08-24,2020,8,24,Monday,4,summer,4020.665065,0.95,3819.6,hourly_chronological
1301,2020-08-24 04:00:00,2020-08-24,2020,8,24,Monday,5,summer,4125.93494,0.95,3919.6,hourly_chronological
1302,2020-08-24 05:00:00,2020-08-24,2020,8,24,Monday,6,summer,4245.807634,0.95,4033.5,hourly_chronological
1303,2020-08-24 06:00:00,2020-08-24,2020,8,24,Monday,7,summer,4540.509637,0.95,4313.5,hourly_chronological
1304,2020-08-24 07:00:00,2020-08-24,2020,8,24,Monday,8,summer,4947.6441239999995,0.95,4700.3,hourly_chronological
1305,2020-08-24 08:00:00,2020-08-24,2020,8,24,Monday,9,summer,5392.465483,0.95,5122.8,hourly_chronological
1306,2020-08-24 09:00:00,2020-08-24,2020,8,24,Monday,10,summer,5860.736252000001,0.95,5567.7,hourly_chronological
1307,2020-08-24 10:00:00,2020-08-24,2020,8,24,Monday,11,summer,6331.4716180000005,0.95,6014.9,hourly_chronological
1308,2020-08-24 11:00:00,2020-08-24,2020,8,24,Monday,12,summer,6801.879726,0.95,6461.8,hourly_chronological
1309,2020-08-24 12:00:00,2020-08-24,2020,8,24,Monday,13,summer,7212.785051,0.95,6852.1,hourly_chronological
1310,2020-08-24 13:00:00,2020-08-24,2020,8,24,Monday,14,summer,7533.127044,0.95,7156.5,hourly_chronological
1311,2020-08-24 14:00:00,2020-08-24,2020,8,24,Monday,15,summer,7725.560826,0.95,7339.3,hourly_chronological
1312,2020-08-24 15:00:00,2020-08-24,2020,8,24,Monday,16,summer,7730.84167,0.95,7344.3,hourly_chronological
1313,2020-08-24 16:00:00,2020-08-24,2020,8,24,Monday,17,summer,7501.5444210000005,0.95,7126.5,hourly_chronological
1314,2020-08-24 17:00:00,2020-08-24,2020,8,24,Monday,18,summer,7001.424292,0.95,6651.4,hourly_chronological
1315,2020-08-24 18:00:00,2020-08-24,2020,8,24,Monday,19,summer,6609.477108000001,0.95,6279.0,hourly_chronological
1316,2020-08-24 19:00:00,2020-08-24,2020,8,24,Monday,20,summer,6383.005108,0.95,6063.9,hourly_chronological
1317,2020-08-24 20:00:00,2020-08-24,2020,8,24,Monday,21,summer,5930.631669,0.95,5634.1,hourly_chronological
1318,2020-08-24 21:00:00,2020-08-24,2020,8,24,Monday,22,summer,5389.930803,0.95,5120.4,hourly_chronological
1319,2020-08-24 22:00:00,2020-08-24,2020,8,24,Monday,23,summer,4900.7498909999995,0.95,4655.7,hourly_chronological
1320,2020-08-24 23:00:00,2020-08-24,2020,8,24,Monday,24,summer,4563.605408,0.95,4335.4,hourly_chronological
1321,2020-08-25 00:00:00,2020-08-25,2020,8,25,Tuesday,1,summer,4351.948316,0.95,4134.4,hourly_chronological
1322,2020-08-25 01:00:00,2020-08-25,2020,8,25,Tuesday,2,summer,4202.386716,0.95,3992.3,hourly_chronological
1323,2020-08-25 02:00:00,2020-08-25,2020,8,25,Tuesday,3,summer,4130.711045,0.95,3924.2,hourly_chronological
1324,2020-08-25 03:00:00,2020-08-25,2020,8,25,Tuesday,4,summer,4125.260097,0.95,3919.0,hourly_chronological
1325,2020-08-25 04:00:00,2020-08-25,2020,8,25,Tuesday,5,summer,4246.586963000001,0.95,4034.3,hourly_chronological
1326,2020-08-25 05:00:00,2020-08-25,2020,8,25,Tuesday,6,summer,4380.967021,0.95,4161.9,hourly_chronological
1327,2020-08-25 06:00:00,2020-08-25,2020,8,25,Tuesday,7,summer,4646.011909,0.95,4413.7,hourly_chronological
1328,2020-08-25 07:00:00,2020-08-25,2020,8,25,Tuesday,8,summer,4943.383772,0.95,4696.2,hourly_chronological
1329,2020-08-25 08:00:00,2020-08-25,2020,8,25,Tuesday,9,summer,5332.625747,0.95,5066.0,hourly_chronological
1330,2020-08-25 09:00:00,2020-08-25,2020,8,25,Tuesday,10,summer,5738.167463000001,0.95,5451.3,hourly_chronological
1331,2020-08-25 10:00:00,2020-08-25,2020,8,25,Tuesday,11,summer,6082.690472,0.95,5778.6,hourly_chronological
1332,2020-08-25 11:00:00,2020-08-25,2020,8,25,Tuesday,12,summer,6669.212388999999,0.95,6335.8,hourly_chronological
1333,2020-08-25 12:00:00,2020-08-25,2020,8,25,Tuesday,13,summer,7130.139351,0.95,6773.6,hourly_chronological
1334,2020-08-25 13:00:00,2020-08-25,2020,8,25,Tuesday,14,summer,7510.546206000001,0.95,7135.0,hourly_chronological
1335,2020-08-25 14:00:00,2020-08-25,2020,8,25,Tuesday,15,summer,7743.72514,0.95,7356.5,hourly_chronological
1336,2020-08-25 15:00:00,2020-08-25,2020,8,25,Tuesday,16,summer,7783.427503,0.95,7394.3,hourly_chronological
1337,2020-08-25 16:00:00,2020-08-25,2020,8,25,Tuesday,17,summer,7530.209604,0.95,7153.7,hourly_chronological
1338,2020-08-25 17:00:00,2020-08-25,2020,8,25,Tuesday,18,summer,7066.2430779999995,0.95,6712.9,hourly_chronological
1339,2020-08-25 18:00:00,2020-08-25,2020,8,25,Tuesday,19,summer,6858.1774000000005,0.95,6515.3,hourly_chronological
1340,2020-08-25 19:00:00,2020-08-25,2020,8,25,Tuesday,20,summer,6670.823947,0.95,6337.3,hourly_chronological
1341,2020-08-25 20:00:00,2020-08-25,2020,8,25,Tuesday,21,summer,6221.595315,0.95,5910.5,hourly_chronological
1342,2020-08-25 21:00:00,2020-08-25,2020,8,25,Tuesday,22,summer,5673.052464,0.95,5389.4,hourly_chronological
1343,2020-08-25 22:00:00,2020-08-25,2020,8,25,Tuesday,23,summer,5158.217943,0.95,4900.3,hourly_chronological
1344,2020-08-25 23:00:00,2020-08-25,2020,8,25,Tuesday,24,summer,4772.737928,0.95,4534.1,hourly_chronological
1345,2020-08-26 00:00:00,2020-08-26,2020,8,26,Wednesday,1,summer,4531.6051879999995,0.95,4305.0,hourly_chronological
1346,2020-08-26 01:00:00,2020-08-26,2020,8,26,Wednesday,2,summer,4366.241575999999,0.95,4147.9,hourly_chronological
1347,2020-08-26 02:00:00,2020-08-26,2020,8,26,Wednesday,3,summer,4279.926706,0.95,4065.9,hourly_chronological
1348,2020-08-26 03:00:00,2020-08-26,2020,8,26,Wednesday,4,summer,4268.064316,0.95,4054.7,hourly_chronological
1349,2020-08-26 04:00:00,2020-08-26,2020,8,26,Wednesday,5,summer,4368.525438000001,0.95,4150.1,hourly_chronological
1350,2020-08-26 05:00:00,2020-08-26,2020,8,26,Wednesday,6,summer,4500.980745999999,0.95,4275.9,hourly_chronological
1351,2020-08-26 06:00:00,2020-08-26,2020,8,26,Wednesday,7,summer,4799.857689,0.95,4559.9,hourly_chronological
1352,2020-08-26 07:00:00,2020-08-26,2020,8,26,Wednesday,8,summer,5234.765878,0.95,4973.0,hourly_chronological
1353,2020-08-26 08:00:00,2020-08-26,2020,8,26,Wednesday,9,summer,5692.076654,0.95,5407.5,hourly_chronological
1354,2020-08-26 09:00:00,2020-08-26,2020,8,26,Wednesday,10,summer,6209.025575,0.95,5898.6,hourly_chronological
1355,2020-08-26 10:00:00,2020-08-26,2020,8,26,Wednesday,11,summer,6747.315728,0.95,6409.9,hourly_chronological
1356,2020-08-26 11:00:00,2020-08-26,2020,8,26,Wednesday,12,summer,7272.966141999999,0.95,6909.3,hourly_chronological
1357,2020-08-26 12:00:00,2020-08-26,2020,8,26,Wednesday,13,summer,7726.340024,0.95,7340.0,hourly_chronological
1358,2020-08-26 13:00:00,2020-08-26,2020,8,26,Wednesday,14,summer,8025.680595,0.95,7624.4,hourly_chronological
1359,2020-08-26 14:00:00,2020-08-26,2020,8,26,Wednesday,15,summer,8191.835957,0.95,7782.2,hourly_chronological
1360,2020-08-26 15:00:00,2020-08-26,2020,8,26,Wednesday,16,summer,8109.775071999999,0.95,7704.3,hourly_chronological
1361,2020-08-26 16:00:00,2020-08-26,2020,8,26,Wednesday,17,summer,7850.8543899999995,0.95,7458.3,hourly_chronological
1362,2020-08-26 17:00:00,2020-08-26,2020,8,26,Wednesday,18,summer,7330.044048000001,0.95,6963.5,hourly_chronological
1363,2020-08-26 18:00:00,2020-08-26,2020,8,26,Wednesday,19,summer,7080.146182,0.95,6726.1,hourly_chronological
1364,2020-08-26 19:00:00,2020-08-26,2020,8,26,Wednesday,20,summer,6868.06851,0.95,6524.7,hourly_chronological
1365,2020-08-26 20:00:00,2020-08-26,2020,8,26,Wednesday,21,summer,6359.538779,0.95,6041.6,hourly_chronological
1366,2020-08-26 21:00:00,2020-08-26,2020,8,26,Wednesday,22,summer,5761.001335,0.95,5473.0,hourly_chronological
1367,2020-08-26 22:00:00,2020-08-26,2020,8,26,Wednesday,23,summer,5233.662688,0.95,4972.0,hourly_chronological
1368,2020-08-26 23:00:00,2020-08-26,2020,8,26,Wednesday,24,summer,4843.112167,0.95,4601.0,hourly_chronological
1369,2020-08-27 00:00:00,2020-08-27,2020,8,27,Thursday,1,summer,4580.065930000001,0.95,4351.1,hourly_chronological
1370,2020-08-27 01:00:00,2020-08-27,2020,8,27,Thursday,2,summer,4401.2019359999995,0.95,4181.1,hourly_chronological
1371,2020-08-27 02:00:00,2020-08-27,2020,8,27,Thursday,3,summer,4289.7036849999995,0.95,4075.2,hourly_chronological
1372,2020-08-27 03:00:00,2020-08-27,2020,8,27,Thursday,4,summer,4278.39576,0.95,4064.5,hourly_chronological
1373,2020-08-27 04:00:00,2020-08-27,2020,8,27,Thursday,5,summer,4375.604487,0.95,4156.8,hourly_chronological
1374,2020-08-27 05:00:00,2020-08-27,2020,8,27,Thursday,6,summer,4509.908597,0.95,4284.4,hourly_chronological
1375,2020-08-27 06:00:00,2020-08-27,2020,8,27,Thursday,7,summer,4798.759357,0.95,4558.8,hourly_chronological
1376,2020-08-27 07:00:00,2020-08-27,2020,8,27,Thursday,8,summer,5152.468103,0.95,4894.8,hourly_chronological
1377,2020-08-27 08:00:00,2020-08-27,2020,8,27,Thursday,9,summer,5494.402325,0.95,5219.7,hourly_chronological
1378,2020-08-27 09:00:00,2020-08-27,2020,8,27,Thursday,10,summer,5814.43007,0.95,5523.7,hourly_chronological
1379,2020-08-27 10:00:00,2020-08-27,2020,8,27,Thursday,11,summer,6100.0715789999995,0.95,5795.1,hourly_chronological
1380,2020-08-27 11:00:00,2020-08-27,2020,8,27,Thursday,12,summer,6450.524436,0.95,6128.0,hourly_chronological
1381,2020-08-27 12:00:00,2020-08-27,2020,8,27,Thursday,13,summer,6773.688679999999,0.95,6435.0,hourly_chronological
1382,2020-08-27 13:00:00,2020-08-27,2020,8,27,Thursday,14,summer,7032.297769999999,0.95,6680.7,hourly_chronological
1383,2020-08-27 14:00:00,2020-08-27,2020,8,27,Thursday,15,summer,7205.879062,0.95,6845.6,hourly_chronological
1384,2020-08-27 15:00:00,2020-08-27,2020,8,27,Thursday,16,summer,7202.884089,0.95,6842.7,hourly_chronological
1385,2020-08-27 16:00:00,2020-08-27,2020,8,27,Thursday,17,summer,6976.0130309999995,0.95,6627.2,hourly_chronological
1386,2020-08-27 17:00:00,2020-08-27,2020,8,27,Thursday,18,summer,6510.513342,0.95,6185.0,hourly_chronological
1387,2020-08-27 18:00:00,2020-08-27,2020,8,27,Thursday,19,summer,6249.640528,0.95,5937.2,hourly_chronological
1388,2020-08-27 19:00:00,2020-08-27,2020,8,27,Thursday,20,summer,6105.419837,0.95,5800.1,hourly_chronological
1389,2020-08-27 20:00:00,2020-08-27,2020,8,27,Thursday,21,summer,5728.450114,0.95,5442.0,hourly_chronological
1390,2020-08-27 21:00:00,2020-08-27,2020,8,27,Thursday,22,summer,5242.832305,0.95,4980.7,hourly_chronological
1391,2020-08-27 22:00:00,2020-08-27,2020,8,27,Thursday,23,summer,4807.05728,0.95,4566.7,hourly_chronological
1392,2020-08-27 23:00:00,2020-08-27,2020,8,27,Thursday,24,summer,4482.043161,0.95,4257.9,hourly_chronological
1393,2020-08-28 00:00:00,2020-08-28,2020,8,28,Friday,1,summer,4282.043425,0.95,4067.9,hourly_chronological
1394,2020-08-28 01:00:00,2020-08-28,2020,8,28,Friday,2,summer,4149.904433000001,0.95,3942.4,hourly_chronological
1395,2020-08-28 02:00:00,2020-08-28,2020,8,28,Friday,3,summer,4085.6605609999997,0.95,3881.4,hourly_chronological
1396,2020-08-28 03:00:00,2020-08-28,2020,8,28,Friday,4,summer,4080.018496,0.95,3876.0,hourly_chronological
1397,2020-08-28 04:00:00,2020-08-28,2020,8,28,Friday,5,summer,4175.074646,0.95,3966.3,hourly_chronological
1398,2020-08-28 05:00:00,2020-08-28,2020,8,28,Friday,6,summer,4288.592673,0.95,4074.2,hourly_chronological
1399,2020-08-28 06:00:00,2020-08-28,2020,8,28,Friday,7,summer,4542.611105,0.95,4315.5,hourly_chronological
1400,2020-08-28 07:00:00,2020-08-28,2020,8,28,Friday,8,summer,4882.615569,0.95,4638.5,hourly_chronological
1401,2020-08-28 08:00:00,2020-08-28,2020,8,28,Friday,9,summer,5212.761302000001,0.95,4952.1,hourly_chronological
1402,2020-08-28 09:00:00,2020-08-28,2020,8,28,Friday,10,summer,5539.471471,0.95,5262.5,hourly_chronological
1403,2020-08-28 10:00:00,2020-08-28,2020,8,28,Friday,11,summer,5861.550053,0.95,5568.5,hourly_chronological
1404,2020-08-28 11:00:00,2020-08-28,2020,8,28,Friday,12,summer,6111.261818999999,0.95,5805.7,hourly_chronological
1405,2020-08-28 12:00:00,2020-08-28,2020,8,28,Friday,13,summer,6459.267809,0.95,6136.3,hourly_chronological
1406,2020-08-28 13:00:00,2020-08-28,2020,8,28,Friday,14,summer,6706.106707,0.95,6370.8,hourly_chronological
