treatment,n_runs,prompt_profit_minus_compliance,mean_reasoning_profit_orientation,avg_markup,avg_price_increase,avg_consumer_payment_increase_millions,avg_total_firm_profit_gain_millions
perfect_competition,0,,,1.0,0.0,0.0,0.0
tarj_compliance,5,-0.1343623918546908,-0.0108461212084781,1.1443809523809525,6.8661625334857135,7.354933510456455,7.328911199388581
tarj_balanced_profit_compliance,5,0.0092115060139728,0.0279264464018899,1.5907619047619048,25.322980853526783,26.794964413556777,26.772656340591443
tarj_guided_profit,5,0.0595828636501931,0.0571237883345826,1.918940476190476,40.66719397540059,42.56262886203711,42.42816614833965
tarj_default,5,0.1252509049534585,0.0656485773331141,1.8831666666666669,38.2622481333375,40.34516488454799,40.03566256767377
tarj_profit_max,5,0.131522486039241,0.0646275516837182,2.3818690476190474,56.15184384592321,59.227698168072266,58.8506495944103
tarj_aggressive_profit_max,5,0.1473416596838563,0.0669448347325169,2.700119047619048,65.29784765249286,68.26895283046538,68.1470892592158
