treatment,n_reasoning_records,mean_reasoning_profit_orientation,sd_reasoning_profit_orientation,mean_average_markup,mean_clearing_price,mean_profit,mean_regret
tarj_compliance,175,-0.010846121208478167,0.02662620099208541,1.1443809523809523,40.50223091705714,436689.5291793543,937355.633572387
tarj_balanced_profit_compliance,175,0.02792644640188993,0.029714390526395452,1.5907619047619048,58.95904923709821,992225.104642293,844551.1077309024
tarj_guided_profit,175,0.05712378833458269,0.027129824620412846,1.9189404761904763,74.30326235897202,1439525.3848636704,776670.1385246372
tarj_default,175,0.0656485773331141,0.02642573156563934,1.8831666666666667,71.89831651690893,1371168.1397017883,854826.0970696638
tarj_profit_max,175,0.06462755168371828,0.02465669551936379,2.381869047619048,89.78791222949465,1908739.1976085461,873212.0890972114
tarj_aggressive_profit_max,175,0.06694483473251694,0.020141880016948017,2.7001190476190478,98.93391603606429,2174351.759460132,729654.933297905
